Image Name,Height,Width,Ratio
sadness/images - 2020-11-06T195023.660_face.png,7.5,41.012,5.468
sadness/images - 2020-11-06T195026.259_face.png,8.559,36.222,4.232
sadness/images - 2020-11-06T195027.975_face.png,5.0,38.0,7.6
sadness/images - 2020-11-06T195029.434_face.png,11.543,43.012,3.726
sadness/images - 2020-11-06T195039.099_face.png,12.01,37.014,3.082
sadness/images - 2020-11-06T195039.482_face.png,8.602,36.401,4.231
sadness/images - 2020-11-06T195044.930_face.png,9.708,40.719,4.194
sadness/images - 2020-11-06T195048.399_face.png,10.112,41.304,4.085
sadness/images - 2020-11-06T195049.347_face.png,13.153,37.855,2.878
sadness/images - 2020-11-06T195052.100_face.png,13.038,46.098,3.536
sadness/images - 2020-11-06T195054.231_face.png,7.517,33.136,4.408
sadness/images - 2020-11-06T195056.001_face.png,9.014,35.014,3.884
sadness/images - 2020-11-06T195059.139_face.png,8.322,35.114,4.22
sadness/images - 2020-11-06T195100.078_face.png,6.0,34.0,5.667
sadness/images - 2020-11-06T195102.433_face.png,11.011,38.0,3.451
sadness/images - 2020-11-06T195102.787_face.png,3.64,36.346,9.985
sadness/images - 2020-11-06T195112.336_face.png,7.018,35.0,4.987
sadness/images - 2020-11-06T195113.399_face.png,12.01,44.102,3.672
sadness/images - 2020-11-06T195114.073_face.png,11.511,37.014,3.216
sadness/images - 2020-11-06T195115.550_face.png,10.05,44.0,4.378
sadness/images - 2020-11-06T195115.877_face.png,8.246,40.2,4.875
sadness/images - 2020-11-06T195123.381_face.png,4.717,34.482,7.31
sadness/images - 2020-11-06T195125.877_face.png,11.543,39.115,3.389
sadness/images - 2020-11-06T195128.790_face.png,9.823,41.593,4.234
sadness/images - 2020-11-06T195132.213_face.png,12.042,47.265,3.925
sadness/images - 2020-11-06T195137.410_face.png,15.532,44.181,2.845
sadness/images - 2020-11-06T195140.785_face.png,6.021,35.903,5.963
sadness/images - 2020-11-06T195145.092_face.png,10.5,38.0,3.619
sadness/images - 2020-11-06T195149.361_face.png,10.689,38.21,3.575
sadness/images - 2020-11-06T195153.591_face.png,10.689,38.21,3.575
sadness/images - 2020-11-06T195158.354_face.png,12.042,41.012,3.406
sadness/images - 2020-11-06T195201.566_face.png,7.071,33.541,4.743
sadness/images - 2020-11-06T195203.157_face.png,11.543,38.21,3.31
sadness/images - 2020-11-06T195203.409_face.png,9.014,41.012,4.55
sadness/images - 2020-11-06T195205.908_face.png,9.0,35.0,3.889
sadness/images - 2020-11-06T195209.452_face.png,3.5,35.014,10.004
sadness/images - 2020-11-06T195210.473_face.png,8.631,36.125,4.185
sadness/images - 2020-11-06T195215.583_face.png,13.038,44.181,3.389
sadness/images - 2020-11-06T195217.645_face.png,11.511,39.051,3.393
sadness/images - 2020-11-06T195218.438_face.png,3.041,41.012,13.485
sadness/images - 2020-11-06T195221.134_face.png,12.093,42.297,3.497
sadness/images - 2020-11-06T195225.477_face.png,5.701,40.447,7.095
sadness/images - 2020-11-06T195228.005_face.png,7.517,24.021,3.196
sadness/images - 2020-11-06T195231.221_face.png,11.402,39.051,3.425
sadness/images - 2020-11-06T195233.322_face.png,11.597,43.29,3.733
sadness/images - 2020-11-06T195235.548_face.png,11.045,43.046,3.897
sadness/images - 2020-11-06T195241.155_face.png,11.543,36.222,3.138
sadness/images - 2020-11-06T195242.543_face.png,11.045,43.046,3.897
sadness/images - 2020-11-06T195249.466_face.png,4.123,40.311,9.777
sadness/images - 2020-11-06T195250.481_face.png,10.112,26.476,2.618
sadness/images - 2020-11-06T195253.666_face.png,11.5,42.107,3.661
sadness/images - 2020-11-06T195253.901_face.png,14.08,46.174,3.279
sadness/images - 2020-11-06T195304.248_face.png,7.5,36.014,4.802
sadness/images - 2020-11-06T195304.271_face.png,9.055,37.054,4.092
sadness/images - 2020-11-06T195805.156_face.png,11.011,47.011,4.269
sadness/images - 2020-11-06T195808.418_face.png,8.559,34.059,3.979
sadness/images - 2020-11-06T195809.251_face.png,5.59,34.015,6.085
sadness/images - 2020-11-06T195811.713_face.png,5.5,29.069,5.285
sadness/images - 2020-11-06T195814.981_face.png,10.05,38.053,3.786
sadness/images - 2020-11-06T195816.164_face.png,8.0,44.0,5.5
sadness/images - 2020-11-06T195821.246_face.png,10.5,40.012,3.811
sadness/images - 2020-11-06T195824.375_face.png,12.54,41.012,3.271
sadness/images - 2020-11-06T195829.085_face.png,7.5,39.013,5.202
sadness/images - 2020-11-06T195831.636_face.png,7.071,38.118,5.391
sadness/images - 2020-11-06T195832.095_face.png,3.606,42.579,11.809
sadness/images - 2020-11-06T195833.448_face.png,15.628,46.53,2.977
sadness/images - 2020-11-06T195834.394_face.png,7.018,34.0,4.845
sadness/images - 2020-11-06T195835.197_face.png,5.5,40.012,7.275
sadness/images - 2020-11-06T195842.896_face.png,7.0,44.181,6.312
sadness/images - 2020-11-06T195844.249_face.png,14.036,42.107,3.0
sadness/images - 2020-11-06T195848.074_face.png,7.616,33.734,4.43
sadness/images - 2020-11-06T195848.940_face.png,11.011,34.015,3.089
sadness/images - 2020-11-06T195850.571_face.png,8.139,41.049,5.043
sadness/images - 2020-11-06T195854.858_face.png,8.322,35.114,4.22
sadness/images - 2020-11-06T195901.668_face.png,6.083,37.014,6.085
sadness/images - 2020-11-06T195902.079_face.png,11.413,34.482,3.021
sadness/images - 2020-11-06T195906.720_face.png,13.73,45.607,3.322
sadness/images - 2020-11-06T195911.346_face.png,8.139,44.181,5.428
sadness/images - 2020-11-06T195911.771_face.png,7.071,39.319,5.561
sadness/images - 2020-11-06T195912.281_face.png,6.519,39.013,5.984
sadness/images - 2020-11-06T195912.668_face.png,7.649,46.174,6.037
sadness/images - 2020-11-06T195913.096_face.png,12.54,39.205,3.126
sadness/images - 2020-11-06T195915.196_face.png,8.5,38.0,4.471
sadness/images - 2020-11-06T195919.477_face.png,6.0,42.012,7.002
sadness/images - 2020-11-06T195920.301_face.png,11.011,37.054,3.365
sadness/images - 2020-11-06T195921.970_face.png,8.631,42.107,4.878
sadness/images - 2020-11-06T195922.821_face.png,11.662,38.013,3.26
sadness/images - 2020-11-06T195923.599_face.png,6.5,43.012,6.617
sadness/images - 2020-11-06T195928.646_face.png,2.062,40.012,19.409
sadness/images - 2020-11-06T195933.604_face.png,9.124,39.459,4.325
sadness/images - 2020-11-06T195938.671_face.png,8.559,40.012,4.675
sadness/images - 2020-11-06T195946.849_face.png,4.528,31.0,6.847
sadness/images - 2020-11-06T195959.679_face.png,4.5,34.0,7.556
sadness/images - 2020-11-06T200018.982_face.png,9.014,37.014,4.106
sadness/images - 2020-11-06T200021.614_face.png,11.045,42.107,3.812
sadness/images - 2020-11-06T200026.001_face.png,13.537,45.044,3.328
sadness/images - 2020-11-06T200026.786_face.png,13.509,45.0,3.331
sadness/images - 2020-11-06T200037.539_face.png,8.062,39.051,4.844
sadness/images - 2020-11-06T200037.972_face.png,12.093,39.115,3.234
sadness/images - 2020-11-06T200038.350_face.png,7.071,35.128,4.968
sadness/images - 2020-11-06T200043.960_face.png,9.823,37.855,3.854
sadness/images - 2020-11-06T200049.615_face.png,4.031,33.061,8.201
sadness/images - 2020-11-06T200051.654_face.png,6.0,41.11,6.852
sadness/images - 2020-11-06T200110.242_face.png,4.5,30.067,6.681
sadness/images - 2020-11-06T200115.374_face.png,7.5,40.0,5.333
sadness/images - 2020-11-06T200115.775_face.png,9.862,42.942,4.354
sadness/images - 2020-11-06T200124.517_face.png,7.0,36.0,5.143
sadness/images - 2020-11-06T200133.072_face.png,11.011,29.069,2.64
sadness/images - 2020-11-06T200139.813_face.png,6.083,40.2,6.609
sadness/images - 2020-11-06T200143.254_face.png,2.0,38.118,19.059
sadness/images - 2020-11-06T200206.124_face.png,12.01,35.014,2.915
sadness/images - 2020-11-06T200438.412_face.png,4.528,37.014,8.175
sadness/images - 2020-11-06T200439.887_face.png,11.543,40.2,3.482
sadness/images - 2020-11-06T200442.791_face.png,10.5,38.013,3.62
sadness/images - 2020-11-06T200443.758_face.png,13.086,44.283,3.384
sadness/images - 2020-11-06T200444.781_face.png,10.44,42.953,4.114
sadness/images - 2020-11-06T200445.810_face.png,11.011,42.048,3.819
sadness/images - 2020-11-06T200447.793_face.png,11.543,39.115,3.389
sadness/images - 2020-11-06T200451.184_face.png,11.413,34.482,3.021
sadness/images - 2020-11-06T200456.499_face.png,8.139,44.181,5.428
sadness/images - 2020-11-06T200502.993_face.png,5.099,32.016,6.279
sadness/images - 2020-11-06T200505.028_face.png,12.54,41.11,3.278
sadness/images - 2020-11-06T200519.030_face.png,11.281,36.878,3.269
sadness/images - 2020-11-06T200519.722_face.png,13.038,43.186,3.312
sadness/images - 2020-11-06T200522.849_face.png,9.618,40.361,4.197
sadness/images - 2020-11-06T200531.058_face.png,8.559,38.118,4.454
sadness/images - 2020-11-06T200537.377_face.png,11.18,39.459,3.529
sadness/images - 2020-11-06T200543.221_face.png,4.272,40.112,9.39
sadness/images - 2020-11-06T200544.326_face.png,13.086,43.105,3.294
sadness/images - 2020-11-06T200545.047_face.png,10.0,45.0,4.5
sadness/images - 2020-11-06T200547.804_face.png,10.548,37.014,3.509
sadness/images - 2020-11-06T200548.731_face.png,7.018,43.0,6.127
sadness/images - 2020-11-06T200549.892_face.png,8.322,35.114,4.22
sadness/images - 2020-11-06T200552.284_face.png,7.517,44.011,5.855
sadness/images - 2020-11-06T200552.956_face.png,10.548,41.304,3.916
sadness/images - 2020-11-06T200554.566_face.png,13.238,44.407,3.354
sadness/images - 2020-11-06T200555.076_face.png,11.543,38.21,3.31
sadness/images - 2020-11-06T200557.120_face.png,12.093,42.297,3.497
sadness/images - 2020-11-06T200557.450_face.png,9.487,36.674,3.866
sadness/images - 2020-11-06T200559.918_face.png,3.64,40.311,11.074
sadness/images - 2020-11-06T200600.975_face.png,3.0,40.012,13.337
sadness/images - 2020-11-06T200601.620_face.png,12.042,47.265,3.925
sadness/images - 2020-11-06T200608.034_face.png,7.28,35.228,4.839
sadness/images - 2020-11-06T200611.106_face.png,6.5,36.056,5.547
sadness/images - 2020-11-06T200611.488_face.png,9.618,33.106,3.442
sadness/images - 2020-11-06T200614.342_face.png,12.042,39.115,3.248
sadness/images - 2020-11-06T200615.064_face.png,6.0,40.012,6.669
sadness/images - 2020-11-06T200616.978_face.png,10.548,44.102,4.181
sadness/images - 2020-11-06T200618.763_face.png,7.159,33.526,4.683
sadness/images - 2020-11-06T200621.652_face.png,10.05,42.048,4.184
sadness/images - 2020-11-06T200623.405_face.png,13.342,40.025,3.0
sadness/images - 2020-11-06T200626.643_face.png,9.301,38.013,4.087
sadness/images - 2020-11-06T200627.051_face.png,9.014,33.136,3.676
sadness/images - 2020-11-06T200629.820_face.png,4.272,34.525,8.082
sadness/images - 2020-11-06T200631.629_face.png,11.102,39.051,3.518
sadness/images - 2020-11-06T200638.166_face.png,9.124,39.205,4.297
sadness/images - 2020-11-06T200639.593_face.png,10.548,33.061,3.134
sadness/images - 2020-11-06T200643.514_face.png,7.649,46.098,6.027
sadness/images - 2020-11-06T200650.859_face.png,12.01,41.012,3.415
sadness/images - 2020-11-06T200651.182_face.png,9.487,33.956,3.579
sadness/images - 2020-11-06T200654.730_face.png,9.055,44.045,4.864
sadness/images - 2020-11-06T200657.189_face.png,8.944,37.643,4.209
sadness/images - 2020-11-06T200700.164_face.png,13.463,40.497,3.008
sadness/images - 2020-11-06T200705.453_face.png,7.018,39.013,5.559
sadness/images - 2020-11-06T201547.352_face.png,9.341,39.319,4.209
sadness/images - 2020-11-06T201551.987_face.png,11.0,45.011,4.092
sadness/images - 2020-11-06T201552.917_face.png,11.0,40.05,3.641
sadness/images - 2020-11-06T201559.821_face.png,10.05,41.049,4.085
sadness/images - 2020-11-06T201604.022_face.png,11.18,41.304,3.694
sadness/images - 2020-11-06T201604.654_face.png,7.106,43.658,6.143
sadness/images - 2020-11-06T201609.400_face.png,4.5,44.0,9.778
sadness/images - 2020-11-06T201610.355_face.png,5.852,36.125,6.173
sadness/images - 2020-11-06T201618.925_face.png,11.236,32.202,2.866
sadness/images - 2020-11-06T201622.163_face.png,11.543,42.426,3.675
sadness/images - 2020-11-06T201626.204_face.png,10.548,43.012,4.078
sadness/images - 2020-11-06T201628.606_face.png,7.159,39.205,5.476
sadness/images - 2020-11-06T201629.607_face.png,9.618,43.29,4.501
sadness/images - 2020-11-06T201630.972_face.png,8.944,38.328,4.285
sadness/images - 2020-11-06T201632.375_face.png,6.576,41.304,6.281
sadness/images - 2020-11-06T201633.416_face.png,6.801,38.118,5.605
sadness/images - 2020-11-06T201637.833_face.png,9.5,39.0,4.105
sadness/images - 2020-11-06T201648.420_face.png,9.124,34.234,3.752
sadness/images - 2020-11-06T201649.428_face.png,7.018,38.0,5.415
sadness/images - 2020-11-06T201654.064_face.png,8.732,33.541,3.841
sadness/images - 2020-11-06T201700.175_face.png,6.576,32.0,4.866
sadness/images - 2020-11-06T201702.007_face.png,10.05,41.049,4.085
sadness/images - 2020-11-06T201711.809_face.png,10.548,35.777,3.392
sadness/images - 2020-11-06T201718.916_face.png,10.296,33.121,3.217
sadness/images - 2020-11-06T201719.975_face.png,9.708,35.903,3.698
sadness/images - 2020-11-06T201726.702_face.png,13.0,41.049,3.158
sadness/images - 2020-11-06T201727.502_face.png,11.543,47.043,4.075
sadness/images - 2020-11-06T201729.621_face.png,8.86,32.388,3.656
sadness/images - 2020-11-06T201729.919_face.png,9.552,37.216,3.896
sadness/images - 2020-11-06T201734.433_face.png,10.548,37.0,3.508
sadness/images - 2020-11-06T201737.965_face.png,6.576,40.112,6.099
sadness/images - 2020-11-06T201739.829_face.png,8.246,27.295,3.31
sadness/images - 2020-11-06T201742.566_face.png,8.944,30.083,3.363
sadness/images - 2020-11-06T201747.953_face.png,9.055,41.195,4.549
sadness/images - 2020-11-06T201748.373_face.png,12.5,41.049,3.284
sadness/images - 2020-11-06T201751.853_face.png,6.103,36.688,6.011
sadness/images - 2020-11-06T201757.577_face.png,12.01,34.059,2.836
sadness/images - 2020-11-06T201759.516_face.png,12.54,35.355,2.819
sadness/images - 2020-11-06T201836.587_face.png,7.0,37.0,5.286
sadness/images - 2020-11-06T202604.290_face.png,10.112,42.426,4.196
surprise/2Q__ (1)_face.png,16.031,46.011,2.87
surprise/2Q__ (3)_face.png,13.0,40.112,3.086
surprise/2Q__ (4)_face.png,10.05,37.121,3.694
surprise/445722867_cb5bec64e0_b_face.png,15.0,42.012,2.801
surprise/9k_ (1)_face.png,15.075,45.177,2.997
surprise/9k_ (3)_face.png,16.008,43.046,2.689
surprise/9k_ (4)_face.png,12.54,45.044,3.592
surprise/9k_ (5)_face.png,10.0,46.098,4.61
surprise/9k__face.png,14.534,42.0,2.89
surprise/Z (2)_face.png,15.008,45.011,2.999
surprise/Z (4)_face.png,12.01,44.045,3.667
surprise/Z (6)_face.png,10.607,38.118,3.594
surprise/Z (7)_face.png,11.5,40.012,3.479
surprise/Z (9)_face.png,11.543,44.283,3.836
surprise/Z_face.png,13.509,42.012,3.11
surprise/images (100)_face.png,7.071,39.459,5.58
surprise/images (16)_face.png,14.036,43.012,3.064
surprise/images (2)_face.png,14.009,46.098,3.291
surprise/images (20)_face.png,11.5,41.012,3.566
surprise/images (21)_face.png,16.031,46.011,2.87
surprise/images (23)_face.png,15.532,47.096,3.032
surprise/images (24)_face.png,12.042,36.222,3.008
surprise/images (33)_face.png,12.54,40.2,3.206
surprise/images (35)_face.png,13.537,40.0,2.955
surprise/images (36)_face.png,13.01,39.115,3.007
surprise/images (37)_face.png,11.0,39.013,3.547
surprise/images (39)_face.png,10.112,39.115,3.868
surprise/images (4)_face.png,12.5,42.0,3.36
surprise/images (40)_face.png,13.086,46.39,3.545
surprise/images (42)_face.png,11.511,39.051,3.393
surprise/images (45)_face.png,14.0,41.012,2.929
surprise/images (47)_face.png,15.033,43.046,2.863
surprise/images (48)_face.png,12.042,38.118,3.166
surprise/images (49)_face.png,17.029,47.17,2.77
surprise/images (51)_face.png,12.042,41.304,3.43
surprise/images (52)_face.png,11.102,45.398,4.089
surprise/images (53)_face.png,11.673,42.426,3.635
surprise/images (54)_face.png,15.033,42.107,2.801
surprise/images (60)_face.png,13.01,41.049,3.155
surprise/images (61)_face.png,10.689,46.271,4.329
surprise/images (62)_face.png,11.045,36.0,3.259
surprise/images (63)_face.png,11.511,38.21,3.319
surprise/images (65)_face.png,9.124,36.056,3.952
surprise/images (67)_face.png,12.5,40.05,3.204
surprise/images (68)_face.png,17.066,46.271,2.711
surprise/images (70)_face.png,17.117,45.177,2.639
surprise/images (71)_face.png,11.597,43.186,3.724
surprise/images (72)_face.png,10.05,38.21,3.802
surprise/images (76)_face.png,12.093,48.374,4.0
surprise/images (81)_face.png,19.026,47.17,2.479
surprise/images (87)_face.png,13.5,40.05,2.967
surprise/images (91)_face.png,12.042,42.107,3.497
surprise/images - 2020-11-05T231331.008_face.png,16.031,45.177,2.818
surprise/images - 2020-11-05T231342.271_face.png,11.102,47.265,4.257
surprise/images - 2020-11-05T231404.836_face.png,9.513,38.118,4.007
surprise/images - 2020-11-06T000313.784_face.png,15.572,44.102,2.832
surprise/images - 2020-11-06T000607.377_face.png,15.033,42.048,2.797
surprise/images - 2020-11-06T001152.983_face.png,12.51,43.012,3.438
surprise/images - 2020-11-06T001223.233_face.png,14.036,41.195,2.935
surprise/images - 2020-11-06T001246.319_face.png,12.0,43.012,3.584
surprise/images - 2020-11-06T001303.072_face.png,12.0,41.012,3.418
surprise/images - 2020-11-06T002057.134_face.png,9.014,37.054,4.111
surprise/images - 2020-11-06T003524.299_face.png,8.016,40.112,5.004
surprise/images - 2020-11-06T003706.642_face.png,10.548,35.057,3.324
surprise/images - 2020-11-06T004116.846_face.png,15.5,43.0,2.774
surprise/images - 2020-11-06T004420.961_face.png,15.033,43.012,2.861
surprise/images - 2020-11-06T004452.516_face.png,12.659,45.177,3.569
surprise/images - 2020-11-06T005612.070_face.png,13.537,45.044,3.328
surprise/images - 2020-11-06T010039.214_face.png,14.142,34.132,2.414
surprise/images - 2020-11-06T182703.086_face.png,13.153,41.304,3.14
surprise/images - 2020-11-06T183204.482_face.png,13.509,39.013,2.888
surprise/images - 2020-11-06T183234.795_face.png,12.54,42.048,3.353
surprise/images - 2020-11-06T184218.617_face.png,12.54,41.012,3.271
surprise/images - 2020-11-06T184233.056_face.png,11.543,37.054,3.21
surprise/images - 2020-11-06T184236.845_face.png,11.18,38.21,3.418
surprise/images - 2020-11-06T184337.087_face.png,13.509,44.011,3.258
surprise/images - 2020-11-06T184421.149_face.png,13.5,41.049,3.041
surprise/images - 2020-11-06T184455.742_face.png,14.009,40.05,2.859
surprise/images - 2020-11-06T184501.066_face.png,17.564,49.254,2.804
surprise/images - 2020-11-06T184543.064_face.png,14.509,43.0,2.964
surprise/images - 2020-11-06T184612.027_face.png,8.559,40.2,4.697
surprise/images - 2020-11-06T185351.112_face.png,13.509,42.19,3.123
surprise/images - 2020-11-06T185435.591_face.png,15.508,41.012,2.645
surprise/images - 2020-11-06T185636.046_face.png,14.009,40.05,2.859
surprise/images - 2020-11-06T185819.914_face.png,10.062,34.482,3.427
surprise/images - 2020-11-06T185835.897_face.png,8.559,40.2,4.697
surprise/images - 2020-11-06T190219.400_face.png,15.008,42.012,2.799
surprise/images - 2020-11-06T190232.465_face.png,12.54,36.125,2.881
surprise/images - 2020-11-06T190233.190_face.png,12.54,42.048,3.353
surprise/images - 2020-11-06T190244.696_face.png,15.628,42.297,2.706
surprise/images - 2020-11-06T190252.529_face.png,10.05,37.121,3.694
surprise/images - 2020-11-06T192053.114_face.png,18.007,44.045,2.446
surprise/images - 2020-11-06T192121.828_face.png,15.008,48.094,3.204
surprise/images - 2020-11-06T192124.101_face.png,14.009,46.098,3.291
surprise/images - 2020-11-06T193349.723_face.png,12.042,42.012,3.489
surprise/images - 2020-11-06T193825.098_face.png,13.829,38.833,2.808
surprise/images - 2020-11-06T193831.229_face.png,16.568,48.374,2.92
surprise/images - 2020-11-06T193843.569_face.png,15.5,46.0,2.968
surprise/images - 2020-11-06T194005.728_face.png,12.54,45.177,3.603
surprise/images - 2020-11-06T194008.539_face.png,11.045,35.511,3.215
surprise/images - 2020-11-06T195124.099_face.png,12.093,35.228,2.913
surprise/images - 2020-11-06T202421.706_face.png,14.009,45.044,3.215
surprise/images - 2020-11-06T202421.995_face.png,16.008,45.0,2.811
surprise/images - 2020-11-06T202422.250_face.png,10.308,43.417,4.212
surprise/images - 2020-11-06T202422.492_face.png,17.029,45.177,2.653
surprise/images - 2020-11-06T202423.278_face.png,9.014,35.057,3.889
surprise/images - 2020-11-06T202423.839_face.png,16.568,45.277,2.733
surprise/images - 2020-11-06T202425.374_face.png,10.012,44.011,4.396
surprise/images - 2020-11-06T202427.006_face.png,15.008,44.045,2.935
surprise/images - 2020-11-06T202427.246_face.png,11.597,43.186,3.724
surprise/images - 2020-11-06T202427.497_face.png,13.509,43.046,3.186
surprise/images - 2020-11-06T202428.578_face.png,9.552,42.012,4.398
surprise/images - 2020-11-06T202430.014_face.png,15.075,43.046,2.856
surprise/images - 2020-11-06T202430.274_face.png,13.647,41.195,3.019
surprise/images - 2020-11-06T202431.924_face.png,14.009,43.046,3.073
surprise/images - 2020-11-06T202434.109_face.png,11.011,39.013,3.543
surprise/images - 2020-11-06T202435.450_face.png,16.688,45.398,2.72
surprise/images - 2020-11-06T202435.763_face.png,15.572,39.051,2.508
surprise/images - 2020-11-06T202437.139_face.png,12.042,41.195,3.421
surprise/images - 2020-11-06T202437.400_face.png,14.534,46.043,3.168
surprise/images - 2020-11-06T202437.657_face.png,12.042,35.128,2.917
surprise/images - 2020-11-06T202438.549_face.png,17.029,45.277,2.659
surprise/images - 2020-11-06T202439.156_face.png,14.5,40.05,2.762
surprise/images - 2020-11-06T202440.270_face.png,11.5,42.048,3.656
surprise/images - 2020-11-06T202440.558_face.png,12.59,43.186,3.43
surprise/images - 2020-11-06T202441.671_face.png,7.5,44.0,5.867
surprise/images - 2020-11-06T202443.666_face.png,14.009,45.044,3.215
surprise/images - 2020-11-06T202443.919_face.png,14.5,42.012,2.897
surprise/images - 2020-11-06T202444.849_face.png,10.607,42.19,3.978
surprise/images - 2020-11-06T202445.698_face.png,12.093,41.195,3.406
surprise/images - 2020-11-06T202445.998_face.png,15.075,47.17,3.129
surprise/images - 2020-11-06T202446.585_face.png,11.5,40.05,3.483
surprise/images - 2020-11-06T202448.032_face.png,14.0,44.0,3.143
surprise/images - 2020-11-06T202448.308_face.png,12.659,32.757,2.588
surprise/images - 2020-11-06T202448.650_face.png,11.511,43.186,3.752
surprise/images - 2020-11-06T202450.119_face.png,12.5,44.045,3.524
surprise/images - 2020-11-06T202450.658_face.png,8.732,39.205,4.49
surprise/images - 2020-11-06T202451.296_face.png,14.036,43.046,3.067
surprise/images - 2020-11-06T202451.558_face.png,16.031,46.098,2.875
surprise/images - 2020-11-06T202451.891_face.png,16.688,45.398,2.72
surprise/images - 2020-11-06T202453.993_face.png,12.042,42.107,3.497
surprise/images - 2020-11-06T202454.301_face.png,11.0,43.012,3.91
surprise/images - 2020-11-06T202454.613_face.png,16.07,44.181,2.749
surprise/images - 2020-11-06T202455.175_face.png,13.038,43.417,3.33
surprise/images - 2020-11-06T202455.833_face.png,12.01,28.071,2.337
surprise/images - 2020-11-06T202456.078_face.png,17.117,50.16,2.93
surprise/images - 2020-11-06T202508.777_face.png,14.318,45.398,3.171
surprise/images - 2020-11-06T202509.262_face.png,14.0,42.0,3.0
surprise/images - 2020-11-06T202511.894_face.png,13.5,49.041,3.633
surprise/images - 2020-11-06T202512.760_face.png,11.543,33.838,2.931
surprise/images - 2020-11-06T202513.342_face.png,11.5,43.012,3.74
surprise/images - 2020-11-06T202514.554_face.png,11.511,38.21,3.319
surprise/images - 2020-11-06T202514.881_face.png,16.508,44.102,2.672
surprise/images - 2020-11-06T202518.143_face.png,14.036,45.044,3.209
surprise/images - 2020-11-06T202518.735_face.png,14.08,44.045,3.128
surprise/images - 2020-11-06T202519.636_face.png,13.01,37.336,2.87
surprise/images - 2020-11-06T202522.367_face.png,12.54,41.195,3.285
surprise/images - 2020-11-06T202524.022_face.png,10.012,41.012,4.096
surprise/images - 2020-11-06T202524.919_face.png,15.0,45.044,3.003
surprise/images - 2020-11-06T202525.262_face.png,15.532,43.046,2.771
surprise/images - 2020-11-06T202526.257_face.png,13.509,41.049,3.039
surprise/images - 2020-11-06T202526.929_face.png,12.0,39.0,3.25
surprise/images - 2020-11-06T202527.821_face.png,13.463,41.437,3.078
surprise/images - 2020-11-06T202528.987_face.png,12.093,39.205,3.242
surprise/images - 2020-11-06T202530.724_face.png,9.5,40.0,4.211
surprise/images - 2020-11-06T202531.007_face.png,9.552,31.016,3.247
surprise/images - 2020-11-06T202531.862_face.png,11.5,43.0,3.739
surprise/images - 2020-11-06T202532.149_face.png,13.038,41.11,3.153
surprise/images - 2020-11-06T202533.308_face.png,17.755,45.398,2.557
surprise/images - 2020-11-06T202534.742_face.png,12.042,44.045,3.658
surprise/images - 2020-11-06T202535.054_face.png,10.5,39.013,3.716
surprise/images - 2020-11-06T202535.622_face.png,13.086,41.304,3.156
surprise/images - 2020-11-06T202537.363_face.png,10.012,35.057,3.501
surprise/images - 2020-11-06T202539.793_face.png,11.281,40.608,3.6
surprise/images - 2020-11-06T202542.432_face.png,15.811,41.437,2.621
surprise/images - 2020-11-06T202542.763_face.png,9.5,42.012,4.422
surprise/images - 2020-11-06T202544.470_face.png,5.0,36.0,7.2
surprise/images - 2020-11-06T202547.376_face.png,13.647,40.2,2.946
surprise/images - 2020-11-06T202549.762_face.png,14.577,36.222,2.485
surprise/images - 2020-11-06T202550.945_face.png,17.117,44.721,2.613
surprise/images - 2020-11-06T202552.122_face.png,10.012,22.361,2.233
surprise/images - 2020-11-06T202552.986_face.png,13.647,40.262,2.95
surprise/images - 2020-11-06T202554.146_face.png,16.125,37.336,2.315
surprise/images - 2020-11-06T202555.120_face.png,15.075,38.118,2.529
surprise/images - 2020-11-06T202555.711_face.png,8.5,41.049,4.829
surprise/images - 2020-11-06T202556.605_face.png,11.011,33.136,3.009
surprise/images - 2020-11-06T202556.873_face.png,12.51,43.012,3.438
surprise/images - 2020-11-06T202557.215_face.png,8.5,41.012,4.825
surprise/images - 2020-11-06T202557.811_face.png,8.062,40.05,4.968
surprise/images - 2020-11-06T202559.279_face.png,8.062,24.083,2.987
surprise/images - 2020-11-06T202559.938_face.png,17.029,44.102,2.59
surprise/images - 2020-11-06T202601.059_face.png,12.042,42.107,3.497
surprise/images - 2020-11-06T202601.364_face.png,11.045,40.2,3.639
surprise/images - 2020-11-06T202601.624_face.png,11.5,43.012,3.74
surprise/images - 2020-11-06T202602.773_face.png,7.5,39.013,5.202
surprise/images - 2020-11-06T202605.463_face.png,11.0,39.013,3.547
surprise/images - 2020-11-06T202606.287_face.png,6.083,44.102,7.25
surprise/images - 2020-11-06T202606.829_face.png,12.659,44.553,3.52
surprise/images - 2020-11-06T202607.094_face.png,13.537,44.283,3.271
surprise/images - 2020-11-06T202607.737_face.png,12.5,39.051,3.124
surprise/images - 2020-11-06T202607.990_face.png,15.532,44.102,2.839
surprise/images - 2020-11-06T202608.552_face.png,18.062,42.19,2.336
surprise/images - 2020-11-06T202609.747_face.png,12.166,44.283,3.64
surprise/images - 2020-11-06T202610.051_face.png,15.033,43.012,2.861
surprise/images - 2020-11-06T202610.637_face.png,10.689,41.11,3.846
surprise/images - 2020-11-06T202610.898_face.png,13.509,33.061,2.447
surprise/images - 2020-11-06T202613.520_face.png,9.055,45.177,4.989
surprise/images - 2020-11-06T202614.731_face.png,8.062,38.053,4.72
surprise/images - 2020-11-06T202614.993_face.png,15.075,39.115,2.595
