Image Name,Height,Width,Ratio
disgust/images - 2020-11-06T000608.297_face.png,10.0,43.012,4.301
disgust/images - 2020-11-06T000617.963_face.png,14.5,43.012,2.966
disgust/images - 2020-11-06T000625.844_face.png,8.0,37.0,4.625
disgust/images - 2020-11-06T000948.440_face.png,9.618,36.056,3.749
disgust/images - 2020-11-06T000949.361_face.png,10.548,39.013,3.699
disgust/images - 2020-11-06T000952.744_face.png,15.0,43.046,2.87
disgust/images - 2020-11-06T000954.047_face.png,4.272,40.112,9.39
disgust/images - 2020-11-06T000955.396_face.png,8.631,41.437,4.801
disgust/images - 2020-11-06T000958.631_face.png,11.597,43.186,3.724
disgust/images - 2020-11-06T000959.476_face.png,9.552,43.417,4.545
disgust/images - 2020-11-06T000959.967_face.png,3.0,38.013,12.671
disgust/images - 2020-11-06T001002.161_face.png,8.016,34.0,4.242
disgust/images - 2020-11-06T001003.097_face.png,13.509,25.08,1.856
disgust/images - 2020-11-06T001004.396_face.png,3.162,41.012,12.969
disgust/images - 2020-11-06T001005.307_face.png,5.0,43.0,8.6
disgust/images - 2020-11-06T001007.030_face.png,4.272,35.228,8.246
disgust/images - 2020-11-06T001008.819_face.png,13.238,41.304,3.12
disgust/images - 2020-11-06T001011.022_face.png,3.536,46.011,13.014
disgust/images - 2020-11-06T001011.910_face.png,3.5,36.056,10.302
disgust/images - 2020-11-06T001015.422_face.png,7.778,40.249,5.175
disgust/images - 2020-11-06T001016.781_face.png,7.018,33.0,4.702
disgust/images - 2020-11-06T001017.728_face.png,8.732,41.304,4.73
disgust/images - 2020-11-06T001029.994_face.png,11.5,46.098,4.008
disgust/images - 2020-11-06T001033.649_face.png,9.552,43.046,4.506
disgust/images - 2020-11-06T001037.213_face.png,4.0,39.051,9.763
disgust/images - 2020-11-06T001037.606_face.png,9.055,41.195,4.549
disgust/images - 2020-11-06T001038.914_face.png,7.0,45.011,6.43
disgust/images - 2020-11-06T001040.262_face.png,14.221,45.398,3.192
disgust/images - 2020-11-06T001040.744_face.png,8.0,44.045,5.506
disgust/images - 2020-11-06T001044.215_face.png,4.743,35.057,7.391
disgust/images - 2020-11-06T001046.767_face.png,3.041,37.054,12.183
disgust/images - 2020-11-06T001048.076_face.png,10.548,44.102,4.181
disgust/images - 2020-11-06T001048.930_face.png,9.618,39.623,4.12
disgust/images - 2020-11-06T001050.713_face.png,7.071,38.053,5.381
disgust/images - 2020-11-06T001052.519_face.png,9.552,40.112,4.199
disgust/images - 2020-11-06T001053.870_face.png,7.517,32.14,4.276
disgust/images - 2020-11-06T001058.956_face.png,11.5,46.043,4.004
disgust/images - 2020-11-06T001119.819_face.png,11.543,36.235,3.139
disgust/images - 2020-11-06T001121.567_face.png,5.025,31.016,6.172
disgust/images - 2020-11-06T001126.318_face.png,8.016,38.118,4.756
disgust/images - 2020-11-06T001128.040_face.png,11.597,37.216,3.209
disgust/images - 2020-11-06T001128.866_face.png,8.5,37.0,4.353
disgust/images - 2020-11-06T001130.689_face.png,10.308,27.857,2.703
disgust/images - 2020-11-06T001152.491_face.png,6.801,43.932,6.46
disgust/images - 2020-11-06T001201.839_face.png,7.0,35.014,5.002
disgust/images - 2020-11-06T001214.451_face.png,3.162,36.056,11.402
disgust/images - 2020-11-06T001225.460_face.png,4.61,37.054,8.038
disgust/images - 2020-11-06T001225.878_face.png,9.552,42.012,4.398
disgust/images - 2020-11-06T001233.071_face.png,9.014,41.049,4.554
disgust/images - 2020-11-06T001235.700_face.png,8.062,41.012,5.087
disgust/images - 2020-11-06T001238.324_face.png,11.011,41.012,3.725
disgust/images - 2020-11-06T001252.518_face.png,13.086,41.11,3.141
disgust/images - 2020-11-06T001257.842_face.png,13.153,38.21,2.905
disgust/images - 2020-11-06T001259.113_face.png,10.5,39.051,3.719
disgust/images - 2020-11-06T001306.698_face.png,12.01,44.045,3.667
disgust/images - 2020-11-06T001311.774_face.png,7.566,37.121,4.906
disgust/images - 2020-11-06T001312.658_face.png,3.536,35.0,9.899
disgust/images - 2020-11-06T001317.682_face.png,6.325,32.388,5.121
disgust/images - 2020-11-06T001321.158_face.png,13.01,44.102,3.39
disgust/images - 2020-11-06T001323.809_face.png,9.0,36.014,4.002
disgust/images - 2020-11-06T001326.474_face.png,14.221,45.891,3.227
disgust/images - 2020-11-06T001332.388_face.png,5.099,41.0,8.041
disgust/images - 2020-11-06T001333.228_face.png,7.566,23.345,3.085
disgust/images - 2020-11-06T001338.142_face.png,9.124,40.2,4.406
disgust/images - 2020-11-06T001349.781_face.png,10.198,42.19,4.137
disgust/images - 2020-11-06T003543.061_face.png,7.018,37.0,5.272
disgust/images - 2020-11-06T004532.405_face.png,12.258,38.079,3.107
disgust/images - 2020-11-06T005329.884_face.png,14.56,43.681,3.0
disgust/images - 2020-11-06T005740.072_face.png,12.258,38.079,3.107
disgust/images - 2020-11-06T181646.533_face.png,7.018,37.014,5.274
disgust/images - 2020-11-06T181848.141_face.png,8.062,41.195,5.11
disgust/images - 2020-11-06T181858.804_face.png,6.185,28.302,4.576
disgust/images - 2020-11-06T181902.258_face.png,9.124,36.222,3.97
disgust/images - 2020-11-06T181904.103_face.png,6.519,40.05,6.143
disgust/images - 2020-11-06T182708.864_face.png,6.021,36.056,5.988
disgust/images - 2020-11-06T184329.980_face.png,8.062,41.195,5.11
disgust/images - 2020-11-06T184349.078_face.png,7.018,36.014,5.132
disgust/images - 2020-11-06T190150.473_face.png,8.062,41.195,5.11
disgust/images - 2020-11-06T190318.461_face.png,7.018,33.061,4.711
disgust/images - 2020-11-06T202517.547_face.png,8.062,41.195,5.11
disgust/images - 2020-11-06T203801.654_face.png,8.5,41.012,4.825
fear/2Q__ (2)_face.png,8.559,41.11,4.803
fear/2Q__ (4)_face.png,11.511,31.016,2.695
fear/2Q__ (5)_face.png,13.238,42.297,3.195
fear/2Q___face.png,17.507,42.048,2.402
fear/4146739547_c897693482_b_face.png,15.008,42.012,2.799
fear/9k_ (2)_face.png,13.583,35.128,2.586
fear/9k_ (3)_face.png,13.038,43.29,3.32
fear/9k_ (4)_face.png,12.54,46.098,3.676
fear/9k_ (5)_face.png,13.5,42.048,3.115
fear/9k_ (6)_face.png,12.51,40.112,3.206
fear/9k_ (8)_face.png,12.51,41.11,3.286
fear/Z (1)_face.png,17.0,42.012,2.471
fear/Z (3)_face.png,14.009,45.044,3.215
fear/Z (4)_face.png,6.5,34.132,5.251
fear/Z (6)_face.png,17.529,43.012,2.454
fear/images (10)_face.png,15.508,39.115,2.522
fear/images (12)_face.png,6.519,38.0,5.829
fear/images (13)_face.png,15.508,44.0,2.837
fear/images (15)_face.png,15.008,43.012,2.866
fear/images (26)_face.png,12.01,42.048,3.501
fear/images (31)_face.png,11.011,40.0,3.633
fear/images (34)_face.png,8.062,42.19,5.233
fear/images (35)_face.png,15.033,43.046,2.863
fear/images (38)_face.png,10.5,38.0,3.619
fear/images (40)_face.png,13.537,40.2,2.97
fear/images (43)_face.png,11.102,36.222,3.263
fear/images (46)_face.png,11.011,31.064,2.821
fear/images (47)_face.png,12.54,41.012,3.271
fear/images (51)_face.png,16.07,42.19,2.625
fear/images (52)_face.png,9.513,30.067,3.161
fear/images (55)_face.png,14.534,41.195,2.834
fear/images (56)_face.png,12.649,35.44,2.802
fear/images (57)_face.png,12.5,42.0,3.36
fear/images (60)_face.png,10.548,41.11,3.898
fear/images (66)_face.png,12.01,44.011,3.664
fear/images (71)_face.png,14.509,43.0,2.964
fear/images (72)_face.png,15.5,44.283,2.857
fear/images (73)_face.png,10.0,39.013,3.901
fear/images (74)_face.png,14.637,45.541,3.111
fear/images (75)_face.png,15.033,42.19,2.806
fear/images (77)_face.png,13.537,44.045,3.254
fear/images (78)_face.png,10.012,41.049,4.1
fear/images (79)_face.png,14.577,42.107,2.889
fear/images (83)_face.png,10.0,40.012,4.001
fear/images (91)_face.png,14.036,41.049,2.925
fear/images (92)_face.png,11.511,39.205,3.406
fear/images (93)_face.png,13.0,41.012,3.155
fear/images (94)_face.png,14.221,39.623,2.786
fear/images (98)_face.png,10.05,43.012,4.28
fear/images - 2020-11-05T231219.715_face.png,8.016,40.112,5.004
fear/images - 2020-11-05T231250.504_face.png,14.036,33.136,2.361
fear/images - 2020-11-05T231259.472_face.png,12.59,34.366,2.73
fear/images - 2020-11-05T231301.293_face.png,15.572,40.05,2.572
fear/images - 2020-11-05T231305.912_face.png,8.5,38.013,4.472
fear/images - 2020-11-05T231311.609_face.png,16.508,40.0,2.423
fear/images - 2020-11-05T231345.169_face.png,13.537,34.132,2.521
fear/images - 2020-11-05T231404.462_face.png,12.54,32.202,2.568
fear/images - 2020-11-05T231424.857_face.png,13.086,38.328,2.929
fear/images - 2020-11-05T231432.792_face.png,14.5,45.044,3.107
fear/images - 2020-11-06T000427.652_face.png,8.631,32.249,3.736
fear/images - 2020-11-06T000441.061_face.png,13.0,41.012,3.155
fear/images - 2020-11-06T001021.731_face.png,12.59,42.048,3.34
fear/images - 2020-11-06T001111.651_face.png,15.572,40.2,2.581
fear/images - 2020-11-06T001114.258_face.png,10.512,40.012,3.806
fear/images - 2020-11-06T001144.394_face.png,10.0,30.067,3.007
fear/images - 2020-11-06T001959.683_face.png,12.042,42.107,3.497
fear/images - 2020-11-06T002806.206_face.png,12.093,41.11,3.399
fear/images - 2020-11-06T002828.465_face.png,10.198,43.566,4.272
fear/images - 2020-11-06T003039.618_face.png,12.54,44.011,3.51
fear/images - 2020-11-06T003443.521_face.png,10.548,42.048,3.986
fear/images - 2020-11-06T003645.297_face.png,9.5,37.054,3.9
fear/images - 2020-11-06T003658.316_face.png,13.038,40.012,3.069
fear/images - 2020-11-06T003715.574_face.png,10.512,42.012,3.997
fear/images - 2020-11-06T003758.502_face.png,10.0,44.181,4.418
fear/images - 2020-11-06T004134.477_face.png,12.51,36.014,2.879
fear/images - 2020-11-06T004145.930_face.png,12.042,43.186,3.586
fear/images - 2020-11-06T004607.559_face.png,12.042,37.054,3.077
fear/images - 2020-11-06T005341.407_face.png,15.692,39.395,2.51
fear/images - 2020-11-06T005440.939_face.png,14.509,40.012,2.758
fear/images - 2020-11-06T005837.603_face.png,13.0,48.01,3.693
fear/images - 2020-11-06T005948.885_face.png,11.045,41.049,3.716
fear/images - 2020-11-06T181623.996_face.png,13.038,33.015,2.532
fear/images - 2020-11-06T181624.458_face.png,11.045,34.132,3.09
fear/images - 2020-11-06T183314.330_face.png,11.543,39.051,3.383
fear/images - 2020-11-06T183337.736_face.png,11.0,26.019,2.365
fear/images - 2020-11-06T184221.063_face.png,7.0,34.059,4.866
fear/images - 2020-11-06T184221.481_face.png,13.509,41.0,3.035
fear/images - 2020-11-06T184224.820_face.png,14.637,45.277,3.093
fear/images - 2020-11-06T184227.389_face.png,16.508,40.0,2.423
fear/images - 2020-11-06T184230.616_face.png,15.508,44.011,2.838
fear/images - 2020-11-06T184235.550_face.png,17.029,41.195,2.419
fear/images - 2020-11-06T184240.036_face.png,15.033,43.046,2.863
fear/images - 2020-11-06T184240.443_face.png,5.5,33.136,6.025
fear/images - 2020-11-06T184241.481_face.png,13.537,44.102,3.258
fear/images - 2020-11-06T184242.868_face.png,10.607,45.177,4.259
fear/images - 2020-11-06T184245.763_face.png,14.534,43.012,2.959
fear/images - 2020-11-06T184247.754_face.png,12.093,35.128,2.905
fear/images - 2020-11-06T184252.510_face.png,9.5,43.046,4.531
fear/images - 2020-11-06T184259.817_face.png,8.078,35.693,4.419
fear/images - 2020-11-06T184305.015_face.png,12.042,37.216,3.091
fear/images - 2020-11-06T184306.442_face.png,14.221,41.773,2.937
fear/images - 2020-11-06T184308.934_face.png,13.5,45.011,3.334
fear/images - 2020-11-06T184311.092_face.png,11.413,42.19,3.697
fear/images - 2020-11-06T184313.529_face.png,15.008,43.012,2.866
fear/images - 2020-11-06T184333.492_face.png,9.552,38.053,3.984
fear/images - 2020-11-06T184343.856_face.png,15.572,43.186,2.773
fear/images - 2020-11-06T184348.644_face.png,8.5,38.0,4.471
fear/images - 2020-11-06T184403.976_face.png,11.011,45.0,4.087
fear/images - 2020-11-06T184413.502_face.png,13.01,41.012,3.152
fear/images - 2020-11-06T184414.626_face.png,10.0,44.0,4.4
fear/images - 2020-11-06T184427.343_face.png,12.59,38.21,3.035
fear/images - 2020-11-06T184446.787_face.png,15.033,40.05,2.664
fear/images - 2020-11-06T184454.406_face.png,6.083,32.249,5.302
fear/images - 2020-11-06T184500.357_face.png,12.01,39.013,3.248
fear/images - 2020-11-06T184502.131_face.png,10.112,41.11,4.065
fear/images - 2020-11-06T184529.446_face.png,9.513,24.187,2.542
fear/images - 2020-11-06T184531.555_face.png,12.01,43.29,3.604
fear/images - 2020-11-06T184534.420_face.png,7.018,39.051,5.565
fear/images - 2020-11-06T184555.433_face.png,13.0,39.013,3.001
fear/images - 2020-11-06T184621.582_face.png,12.0,40.0,3.333
fear/images - 2020-11-06T184626.602_face.png,7.0,39.051,5.579
fear/images - 2020-11-06T184630.136_face.png,15.075,42.297,2.806
fear/images - 2020-11-06T184633.425_face.png,9.962,43.738,4.39
fear/images - 2020-11-06T184634.408_face.png,10.548,38.053,3.608
fear/images - 2020-11-06T184643.824_face.png,15.033,44.181,2.939
fear/images - 2020-11-06T185321.182_face.png,10.548,41.11,3.898
fear/images - 2020-11-06T185321.661_face.png,9.5,40.05,4.216
fear/images - 2020-11-06T185326.779_face.png,7.106,41.231,5.802
fear/images - 2020-11-06T185334.911_face.png,11.102,36.222,3.263
fear/images - 2020-11-06T185335.814_face.png,12.166,40.311,3.314
fear/images - 2020-11-06T185337.718_face.png,16.0,48.042,3.003
fear/images - 2020-11-06T185344.475_face.png,10.512,34.059,3.24
fear/images - 2020-11-06T185345.068_face.png,10.05,36.125,3.595
fear/images - 2020-11-06T185356.058_face.png,11.045,43.046,3.897
fear/images - 2020-11-06T185357.466_face.png,12.51,39.013,3.119
fear/images - 2020-11-06T185358.011_face.png,11.18,44.283,3.961
fear/images - 2020-11-06T185359.988_face.png,15.508,47.265,3.048
fear/images - 2020-11-06T185401.277_face.png,10.548,39.205,3.717
fear/images - 2020-11-06T185403.235_face.png,14.396,43.174,2.999
fear/images - 2020-11-06T185405.903_face.png,14.08,45.044,3.199
fear/images - 2020-11-06T185413.908_face.png,14.036,40.012,2.851
fear/images - 2020-11-06T185415.456_face.png,13.509,41.195,3.049
fear/images - 2020-11-06T185417.816_face.png,17.029,41.195,2.419
fear/images - 2020-11-06T185419.909_face.png,14.534,44.045,3.03
fear/images - 2020-11-06T185425.515_face.png,12.042,42.107,3.497
fear/images - 2020-11-06T185429.407_face.png,8.139,42.012,5.162
fear/images - 2020-11-06T185429.931_face.png,8.732,39.812,4.559
fear/images - 2020-11-06T185442.823_face.png,10.512,44.181,4.203
fear/images - 2020-11-06T185450.572_face.png,14.534,44.181,3.04
fear/images - 2020-11-06T185456.425_face.png,15.075,42.297,2.806
fear/images - 2020-11-06T185516.038_face.png,10.512,32.062,3.05
fear/images - 2020-11-06T185524.011_face.png,14.534,43.046,2.962
fear/images - 2020-11-06T185531.810_face.png,9.014,39.013,4.328
fear/images - 2020-11-06T185541.852_face.png,11.543,41.0,3.552
fear/images - 2020-11-06T185556.815_face.png,14.036,45.1,3.213
fear/images - 2020-11-06T185557.385_face.png,10.112,41.11,4.065
fear/images - 2020-11-06T185559.190_face.png,10.595,42.45,4.007
fear/images - 2020-11-06T185601.228_face.png,9.055,25.179,2.781
fear/images - 2020-11-06T185603.413_face.png,11.0,40.0,3.636
fear/images - 2020-11-06T185615.920_face.png,12.042,37.014,3.074
fear/images - 2020-11-06T185642.542_face.png,10.012,41.049,4.1
fear/images - 2020-11-06T185645.252_face.png,14.142,44.407,3.14
fear/images - 2020-11-06T185646.294_face.png,9.014,30.017,3.33
fear/images - 2020-11-06T185650.372_face.png,13.086,46.174,3.528
fear/images - 2020-11-06T185659.820_face.png,8.515,33.136,3.892
fear/images - 2020-11-06T185707.693_face.png,16.53,43.186,2.613
fear/images - 2020-11-06T185708.218_face.png,9.055,40.05,4.423
fear/images - 2020-11-06T185720.884_face.png,11.18,43.417,3.883
fear/images - 2020-11-06T185723.694_face.png,13.086,36.346,2.777
fear/images - 2020-11-06T185724.240_face.png,9.962,43.738,4.39
fear/images - 2020-11-06T185724.739_face.png,15.572,39.319,2.525
fear/images - 2020-11-06T185729.207_face.png,13.01,41.012,3.152
fear/images - 2020-11-06T185734.000_face.png,8.139,38.639,4.747
fear/images - 2020-11-06T185736.679_face.png,15.008,39.115,2.606
fear/images - 2020-11-06T185741.504_face.png,14.08,43.046,3.057
fear/images - 2020-11-06T185746.349_face.png,13.583,41.304,3.041
fear/images - 2020-11-06T185757.616_face.png,11.413,42.19,3.697
fear/images - 2020-11-06T185805.996_face.png,13.5,32.016,2.372
fear/images - 2020-11-06T185844.478_face.png,8.732,38.21,4.376
fear/images - 2020-11-06T185845.999_face.png,10.548,35.355,3.352
fear/images - 2020-11-06T185851.038_face.png,10.512,36.222,3.446
fear/images - 2020-11-06T185853.472_face.png,10.05,33.136,3.297
fear/images - 2020-11-06T185856.971_face.png,16.0,42.012,2.626
fear/images - 2020-11-06T185857.451_face.png,8.515,33.061,3.883
fear/images - 2020-11-06T185858.883_face.png,12.0,41.049,3.421
fear/images - 2020-11-06T190121.612_face.png,12.54,35.057,2.796
fear/images - 2020-11-06T190125.000_face.png,13.01,41.012,3.152
fear/images - 2020-11-06T190128.762_face.png,11.011,43.012,3.906
fear/images - 2020-11-06T190129.060_face.png,11.0,41.049,3.732
fear/images - 2020-11-06T190129.484_face.png,15.033,41.304,2.747
fear/images - 2020-11-06T190129.957_face.png,12.5,40.012,3.201
fear/images - 2020-11-06T190130.167_face.png,3.162,31.064,9.823
fear/images - 2020-11-06T190132.736_face.png,11.011,27.166,2.467
fear/images - 2020-11-06T190133.862_face.png,15.0,43.012,2.867
fear/images - 2020-11-06T190135.577_face.png,14.5,37.054,2.555
fear/images - 2020-11-06T190136.150_face.png,15.0,44.045,2.936
fear/images - 2020-11-06T190137.951_face.png,11.511,39.013,3.389
fear/images - 2020-11-06T190139.881_face.png,11.511,43.186,3.752
fear/images - 2020-11-06T190140.220_face.png,12.093,35.128,2.905
fear/images - 2020-11-06T190142.662_face.png,8.515,34.132,4.009
fear/images - 2020-11-06T190145.180_face.png,7.0,39.051,5.579
fear/images - 2020-11-06T190147.771_face.png,15.033,46.098,3.066
fear/images - 2020-11-06T190147.988_face.png,11.543,35.228,3.052
fear/images - 2020-11-06T190148.544_face.png,13.537,42.048,3.106
fear/images - 2020-11-06T190149.252_face.png,15.033,40.012,2.662
fear/images - 2020-11-06T190149.981_face.png,17.029,41.195,2.419
fear/images - 2020-11-06T190150.210_face.png,13.038,46.0,3.528
fear/images - 2020-11-06T190152.708_face.png,13.01,45.044,3.462
fear/images - 2020-11-06T190152.956_face.png,12.54,43.012,3.43
fear/images - 2020-11-06T190153.170_face.png,13.537,39.115,2.89
fear/images - 2020-11-06T190155.611_face.png,12.01,42.048,3.501
fear/images - 2020-11-06T190157.023_face.png,10.112,38.118,3.77
fear/images - 2020-11-06T190158.747_face.png,12.5,39.0,3.12
fear/images - 2020-11-06T190159.277_face.png,9.014,40.0,4.438
fear/images - 2020-11-06T190159.735_face.png,15.075,42.297,2.806
fear/images - 2020-11-06T190203.647_face.png,11.673,42.048,3.602
fear/images - 2020-11-06T190204.863_face.png,9.014,34.015,3.774
fear/images - 2020-11-06T190206.074_face.png,12.01,43.105,3.589
fear/images - 2020-11-06T190207.052_face.png,12.01,39.115,3.257
fear/images - 2020-11-06T190208.332_face.png,11.011,39.319,3.571
fear/images - 2020-11-06T190208.775_face.png,11.011,43.012,3.906
fear/images - 2020-11-06T190213.121_face.png,13.153,40.792,3.101
fear/images - 2020-11-06T190213.364_face.png,14.142,43.29,3.061
fear/images - 2020-11-06T190216.088_face.png,10.012,44.011,4.396
fear/images - 2020-11-06T190217.985_face.png,11.511,39.013,3.389
fear/images - 2020-11-06T190221.205_face.png,11.011,40.012,3.634
fear/images - 2020-11-06T190222.232_face.png,9.513,37.014,3.891
fear/images - 2020-11-06T190222.548_face.png,14.009,44.011,3.142
fear/images - 2020-11-06T190222.780_face.png,12.59,36.222,2.877
fear/images - 2020-11-06T190227.339_face.png,13.01,44.011,3.383
fear/images - 2020-11-06T190229.415_face.png,14.036,28.636,2.04
fear/images - 2020-11-06T190231.929_face.png,15.008,45.1,3.005
fear/images - 2020-11-06T190237.942_face.png,11.0,36.014,3.274
fear/images - 2020-11-06T190241.765_face.png,11.413,42.19,3.697
fear/images - 2020-11-06T190241.968_face.png,15.628,41.437,2.651
fear/images - 2020-11-06T190242.181_face.png,14.534,43.046,2.962
fear/images - 2020-11-06T190245.579_face.png,12.0,44.0,3.667
fear/images - 2020-11-06T190246.844_face.png,8.559,40.2,4.697
fear/images - 2020-11-06T190249.662_face.png,16.031,43.046,2.685
fear/images - 2020-11-06T190250.204_face.png,15.008,39.115,2.606
fear/images - 2020-11-06T190250.774_face.png,17.029,44.045,2.586
fear/images - 2020-11-06T190253.388_face.png,10.689,34.205,3.2
fear/images - 2020-11-06T190254.894_face.png,12.093,42.297,3.497
fear/images - 2020-11-06T190258.572_face.png,12.59,43.186,3.43
fear/images - 2020-11-06T190301.962_face.png,13.509,40.112,2.969
fear/images - 2020-11-06T190302.482_face.png,8.139,30.265,3.718
fear/images - 2020-11-06T190304.369_face.png,16.031,45.011,2.808
fear/images - 2020-11-06T190306.726_face.png,11.045,38.21,3.459
fear/images - 2020-11-06T190312.578_face.png,12.042,33.136,2.752
fear/images - 2020-11-06T190312.835_face.png,16.53,45.011,2.723
fear/images - 2020-11-06T190313.598_face.png,15.133,42.297,2.795
fear/images - 2020-11-06T190314.502_face.png,14.009,42.048,3.001
fear/images - 2020-11-06T190315.037_face.png,12.51,33.061,2.643
fear/images - 2020-11-06T190316.353_face.png,13.5,48.01,3.556
fear/images - 2020-11-06T190320.071_face.png,10.548,39.051,3.702
fear/images - 2020-11-06T190320.544_face.png,14.534,40.447,2.783
fear/images - 2020-11-06T190321.605_face.png,12.54,41.195,3.285
fear/images - 2020-11-06T190321.832_face.png,16.125,45.044,2.794
fear/images - 2020-11-06T190325.084_face.png,14.5,39.115,2.698
fear/images - 2020-11-06T190329.790_face.png,9.552,43.012,4.503
fear/images - 2020-11-06T190331.423_face.png,11.597,40.311,3.476
fear/images - 2020-11-06T190336.934_face.png,10.012,36.0,3.596
fear/images - 2020-11-06T190337.986_face.png,13.5,39.0,2.889
fear/images - 2020-11-06T190338.249_face.png,12.042,44.102,3.662
fear/images - 2020-11-06T190341.730_face.png,13.0,46.043,3.542
fear/images - 2020-11-06T190342.249_face.png,16.0,42.012,2.626
fear/images - 2020-11-06T190342.750_face.png,9.014,41.049,4.554
fear/images - 2020-11-06T190345.787_face.png,13.01,42.107,3.237
fear/images - 2020-11-06T190346.855_face.png,11.511,39.051,3.393
fear/images - 2020-11-06T190349.157_face.png,13.509,39.013,2.888
fear/images - 2020-11-06T190353.710_face.png,16.0,45.011,2.813
fear/images - 2020-11-06T190401.599_face.png,17.029,44.045,2.586
fear/images - 2020-11-06T192010.116_face.png,9.513,36.056,3.79
fear/images - 2020-11-06T192153.569_face.png,13.583,38.471,2.832
fear/images - 2020-11-06T192228.665_face.png,14.5,42.0,2.897
fear/images - 2020-11-06T195240.068_face.png,14.08,43.105,3.061
fear/images - 2020-11-06T195247.982_face.png,15.075,47.096,3.124
fear/images - 2020-11-06T200028.507_face.png,11.543,41.049,3.556
fear/images - 2020-11-06T202426.447_face.png,14.637,44.181,3.018
fear/images - 2020-11-06T202513.089_face.png,14.142,41.437,2.93
fear/images - 2020-11-06T202907.913_face.png,14.08,42.107,2.991
fear/images - 2020-11-06T202908.514_face.png,12.369,42.202,3.412
fear/images - 2020-11-06T202910.383_face.png,11.011,31.016,2.817
fear/images - 2020-11-06T202928.902_face.png,13.0,46.011,3.539
fear/images - 2020-11-06T202936.375_face.png,15.508,47.0,3.031
fear/images - 2020-11-06T202937.599_face.png,15.033,43.105,2.867
fear/images - 2020-11-06T202942.541_face.png,10.689,41.304,3.864
fear/images - 2020-11-06T202942.837_face.png,9.513,44.011,4.626
fear/images - 2020-11-06T202943.155_face.png,12.5,45.044,3.604
fear/images - 2020-11-06T202944.358_face.png,8.382,35.511,4.237
fear/images - 2020-11-06T202945.895_face.png,14.577,39.115,2.683
fear/images - 2020-11-06T203007.351_face.png,12.59,41.11,3.265
fear/images - 2020-11-06T203309.529_face.png,15.508,42.0,2.708
fear/images - 2020-11-06T203311.772_face.png,14.714,44.721,3.039
fear/images - 2020-11-06T203314.041_face.png,8.062,42.107,5.223
fear/images - 2020-11-06T203315.298_face.png,11.597,41.437,3.573
fear/images - 2020-11-06T203321.785_face.png,15.628,45.177,2.891
fear/images - 2020-11-06T203322.328_face.png,10.112,27.659,2.735
fear/images - 2020-11-06T203327.354_face.png,14.036,45.011,3.207
fear/images - 2020-11-06T203327.581_face.png,13.509,35.0,2.591
fear/images - 2020-11-06T203329.059_face.png,13.153,43.29,3.291
fear/images - 2020-11-06T203330.254_face.png,11.543,43.012,3.726
fear/images - 2020-11-06T203335.677_face.png,12.093,38.118,3.152
fear/images - 2020-11-06T203338.823_face.png,13.038,42.19,3.236
fear/images - 2020-11-06T203339.390_face.png,15.033,41.11,2.735
fear/images - 2020-11-06T203340.407_face.png,14.637,46.174,3.155
fear/images - 2020-11-06T203341.854_face.png,14.509,39.319,2.71
fear/images - 2020-11-06T203357.795_face.png,14.0,39.0,2.786
fear/images - 2020-11-06T203400.651_face.png,11.0,40.112,3.647
fear/images - 2020-11-06T203405.012_face.png,6.5,37.336,5.744
fear/images - 2020-11-06T203410.457_face.png,17.0,44.011,2.589
fear/images - 2020-11-06T203412.585_face.png,10.112,38.118,3.77
fear/images - 2020-11-06T203423.356_face.png,17.0,47.011,2.765
fear/images - 2020-11-06T203423.690_face.png,17.007,42.012,2.47
fear/images - 2020-11-06T203433.717_face.png,13.0,42.0,3.231
fear/images - 2020-11-06T203434.943_face.png,13.509,42.0,3.109
fear/images - 2020-11-06T203435.213_face.png,14.534,46.043,3.168
fear/images - 2020-11-06T203437.483_face.png,15.532,39.013,2.512
fear/images - 2020-11-06T203437.970_face.png,13.01,46.0,3.536
fear/images - 2020-11-06T203438.801_face.png,15.133,40.112,2.651
fear/images - 2020-11-06T203439.051_face.png,15.207,43.174,2.839
fear/images - 2020-11-06T203444.822_face.png,11.673,37.216,3.188
fear/images - 2020-11-06T203446.051_face.png,14.036,39.115,2.787
fear/images - 2020-11-06T203658.066_face.png,12.54,41.195,3.285
fear/images - 2020-11-06T203732.336_face.png,12.01,36.014,2.999
fear/images - 2020-11-06T203734.459_face.png,15.628,41.11,2.63
fear/images - 2020-11-06T203735.789_face.png,6.519,34.059,5.224
fear/images - 2020-11-06T203741.695_face.png,13.086,41.195,3.148
fear/images - 2020-11-06T203742.062_face.png,14.009,39.013,2.785
fear/images - 2020-11-06T203752.989_face.png,12.01,44.045,3.667
fear/images - 2020-11-06T203805.333_face.png,15.033,41.11,2.735
fear/images - 2020-11-06T203814.282_face.png,15.033,41.11,2.735
fear/images - 2020-11-06T203819.935_face.png,15.5,45.0,2.903
fear/images - 2020-11-06T203827.800_face.png,16.031,45.177,2.818
fear/images - 2020-11-06T203835.797_face.png,15.532,41.195,2.652
fear/images - 2020-11-06T203841.800_face.png,16.125,37.336,2.315
fear/images - 2020-11-06T203912.297_face.png,12.166,39.319,3.232
fear/images - 2020-11-06T203918.720_face.png,14.036,39.051,2.782
fear/images - 2020-11-06T203920.837_face.png,13.0,46.043,3.542
fear/images - 2020-11-06T203922.295_face.png,4.5,39.0,8.667
fear/images - 2020-11-06T203929.172_face.png,16.07,43.105,2.682
